txn_id,property_id,date,account_code,account_name,category,amount,description
T-50586,P005,2025-10-05,6100,Repairs & Maintenance Expense,OpEx,-1863,Repairs & Maintenance — 2025-10
T-50587,P005,2025-10-17,6400,Property Tax Expense,OpEx,-1309,Property Taxes — 2025-10
T-50588,P005,2025-10-22,6700,Security Expense,OpEx,-4457,Security — 2025-10
T-50589,P005,2025-10-21,6100,Repairs & Maintenance Expense,OpEx,-5635,Repairs & Maintenance — 2025-10
T-50590,P005,2025-10-25,6700,Security Expense,OpEx,-7429,Security — 2025-10
T-50591,P005,2025-11-06,4100,Base Rent Income,Revenue,482947,Base Rent Income — 2025-11
T-50592,P005,2025-11-18,4200,CAM Recovery Income,Revenue,85185,CAM Recovery Income — 2025-11
T-50593,P005,2025-11-19,4300,Other Income,Revenue,4165,Other Income — 2025-11
T-50594,P005,2025-11-26,6100,Repairs & Maintenance Expense,OpEx,-10347,Repairs & Maintenance — 2025-11
T-50595,P005,2025-11-03,6500,Management Fee Expense,OpEx,-9701,Management Fees — 2025-11
T-50596,P005,2025-11-19,6300,Insurance Expense,OpEx,-9118,Insurance — 2025-11
T-50597,P005,2025-11-15,6800,Admin Expense,OpEx,-8173,Administrative — 2025-11
T-50598,P005,2025-11-15,6300,Insurance Expense,OpEx,-8511,Insurance — 2025-11
T-50599,P005,2025-11-26,6600,Landscaping Expense,OpEx,-4672,Landscaping — 2025-11
T-50600,P005,2025-11-04,6200,Utilities Expense,OpEx,-6999,Utilities — 2025-11
T-50601,P005,2025-11-11,6200,Utilities Expense,OpEx,-2379,Utilities — 2025-11
T-50602,P005,2025-12-24,4100,Base Rent Income,Revenue,529192,Base Rent Income — 2025-12
T-50603,P005,2025-12-05,4200,CAM Recovery Income,Revenue,77632,CAM Recovery Income — 2025-12
T-50604,P005,2025-12-19,4300,Other Income,Revenue,4571,Other Income — 2025-12
T-50605,P005,2025-12-21,6300,Insurance Expense,OpEx,-6710,Insurance — 2025-12
T-50606,P005,2025-12-26,6100,Repairs & Maintenance Expense,OpEx,-2328,Repairs & Maintenance — 2025-12
T-50607,P005,2025-12-23,6700,Security Expense,OpEx,-5157,Security — 2025-12
T-50608,P005,2025-12-14,6700,Security Expense,OpEx,-7308,Security — 2025-12
T-50609,P005,2025-12-10,6600,Landscaping Expense,OpEx,-7977,Landscaping — 2025-12
T-50610,P005,2025-12-23,6100,Repairs & Maintenance Expense,OpEx,-1154,Repairs & Maintenance — 2025-12
T-50611,P005,2025-12-28,6300,Insurance Expense,OpEx,-1105,Insurance — 2025-12
T-50612,P005,2025-12-26,6400,Property Tax Expense,OpEx,-8469,Property Taxes — 2025-12
T-50613,P005,2025-12-23,6100,Repairs & Maintenance Expense,OpEx,-528,Repairs & Maintenance — 2025-12
T-50614,P005,2026-01-26,4100,Base Rent Income,Revenue,477132,Base Rent Income — 2026-01
T-50615,P005,2026-01-15,4200,CAM Recovery Income,Revenue,81557,CAM Recovery Income — 2026-01
T-50616,P005,2026-01-18,4300,Other Income,Revenue,7618,Other Income — 2026-01
T-50617,P005,2026-01-20,6100,Repairs & Maintenance Expense,OpEx,-4310,Repairs & Maintenance — 2026-01
T-50618,P005,2026-01-24,6200,Utilities Expense,OpEx,-5754,Utilities — 2026-01
T-50619,P005,2026-01-15,6500,Management Fee Expense,OpEx,-3983,Management Fees — 2026-01
T-50620,P005,2026-01-04,6400,Property Tax Expense,OpEx,-595,Property Taxes — 2026-01
T-50621,P005,2026-01-02,6600,Landscaping Expense,OpEx,-6130,Landscaping — 2026-01
T-50622,P005,2026-01-12,6800,Admin Expense,OpEx,-1353,Administrative — 2026-01
T-50623,P005,2026-01-22,6400,Property Tax Expense,OpEx,-2565,Property Taxes — 2026-01
T-50624,P005,2026-01-02,6700,Security Expense,OpEx,-9565,Security — 2026-01
T-50625,P005,2026-02-04,4100,Base Rent Income,Revenue,506681,Base Rent Income — 2026-02
T-50626,P005,2026-02-13,4200,CAM Recovery Income,Revenue,75552,CAM Recovery Income — 2026-02
T-50627,P005,2026-02-13,4300,Other Income,Revenue,803,Other Income — 2026-02
T-50628,P005,2026-02-06,6100,Repairs & Maintenance Expense,OpEx,-3503,Repairs & Maintenance — 2026-02
T-50629,P005,2026-02-20,6100,Repairs & Maintenance Expense,OpEx,-4321,Repairs & Maintenance — 2026-02
T-50630,P005,2026-02-24,6700,Security Expense,OpEx,-5053,Security — 2026-02
T-50631,P005,2026-02-07,6800,Admin Expense,OpEx,-10008,Administrative — 2026-02
T-50632,P005,2026-02-12,6600,Landscaping Expense,OpEx,-10876,Landscaping — 2026-02
T-50633,P005,2026-02-04,6700,Security Expense,OpEx,-8717,Security — 2026-02
T-50634,P005,2026-02-23,6800,Admin Expense,OpEx,-5523,Administrative — 2026-02
T-50635,P005,2026-02-05,6100,Repairs & Maintenance Expense,OpEx,-2646,Repairs & Maintenance — 2026-02
T-50636,P005,2026-02-24,6300,Insurance Expense,OpEx,-7368,Insurance — 2026-02
T-50637,P005,2026-02-15,6600,Landscaping Expense,OpEx,-5697,Landscaping — 2026-02
T-50638,P005,2026-02-08,6700,Security Expense,OpEx,-9350,Security — 2026-02
T-50639,P005,2026-03-27,4100,Base Rent Income,Revenue,476524,Base Rent Income — 2026-03
T-50640,P005,2026-03-05,4200,CAM Recovery Income,Revenue,76704,CAM Recovery Income — 2026-03
T-50641,P005,2026-03-09,4300,Other Income,Revenue,6090,Other Income — 2026-03
T-50642,P005,2026-03-23,6800,Admin Expense,OpEx,-6456,Administrative — 2026-03
T-50643,P005,2026-03-05,6700,Security Expense,OpEx,-1154,Security — 2026-03
T-50644,P005,2026-03-01,6600,Landscaping Expense,OpEx,-8148,Landscaping — 2026-03
T-50645,P005,2026-03-15,6700,Security Expense,OpEx,-3149,Security — 2026-03
T-50646,P005,2026-03-19,6600,Landscaping Expense,OpEx,-2933,Landscaping — 2026-03
T-50647,P005,2026-03-24,6700,Security Expense,OpEx,-4892,Security — 2026-03
T-50648,P005,2026-03-11,6100,Repairs & Maintenance Expense,OpEx,-1665,Repairs & Maintenance — 2026-03
T-50649,P005,2026-04-22,4100,Base Rent Income,Revenue,488617,Base Rent Income — 2026-04
T-50650,P005,2026-04-14,4200,CAM Recovery Income,Revenue,84280,CAM Recovery Income — 2026-04
T-50651,P005,2026-04-12,4300,Other Income,Revenue,5138,Other Income — 2026-04
T-50652,P005,2026-04-03,6200,Utilities Expense,OpEx,-8400,Utilities — 2026-04
T-50653,P005,2026-04-07,6800,Admin Expense,OpEx,-2505,Administrative — 2026-04
T-50654,P005,2026-04-07,6600,Landscaping Expense,OpEx,-1965,Landscaping — 2026-04
T-50655,P005,2026-04-25,6700,Security Expense,OpEx,-9884,Security — 2026-04
T-50656,P005,2026-04-24,6600,Landscaping Expense,OpEx,-4927,Landscaping — 2026-04
T-50657,P005,2026-04-25,6200,Utilities Expense,OpEx,-4811,Utilities — 2026-04
T-50658,P006,2025-05-10,4100,Base Rent Income,Revenue,153777,Base Rent Income — 2025-05
T-50659,P006,2025-05-15,4200,CAM Recovery Income,Revenue,22828,CAM Recovery Income — 2025-05
T-50660,P006,2025-05-20,4300,Other Income,Revenue,6758,Other Income — 2025-05
T-50661,P006,2025-05-15,6500,Management Fee Expense,OpEx,-4398,Management Fees — 2025-05
T-50662,P006,2025-05-07,6400,Property Tax Expense,OpEx,-7666,Property Taxes — 2025-05
T-50663,P006,2025-05-19,6200,Utilities Expense,OpEx,-9323,Utilities — 2025-05
T-50664,P006,2025-05-04,6700,Security Expense,OpEx,-4038,Security — 2025-05
T-50665,P006,2025-05-10,6300,Insurance Expense,OpEx,-5493,Insurance — 2025-05
T-50666,P006,2025-05-14,6700,Security Expense,OpEx,-984,Security — 2025-05
T-50667,P006,2025-05-23,6400,Property Tax Expense,OpEx,-9178,Property Taxes — 2025-05
T-50668,P006,2025-05-12,6600,Landscaping Expense,OpEx,-3571,Landscaping — 2025-05
T-50669,P006,2025-06-13,4100,Base Rent Income,Revenue,144069,Base Rent Income — 2025-06
T-50670,P006,2025-06-21,4200,CAM Recovery Income,Revenue,23732,CAM Recovery Income — 2025-06
T-50671,P006,2025-06-01,4300,Other Income,Revenue,7807,Other Income — 2025-06
T-50672,P006,2025-06-14,6800,Admin Expense,OpEx,-2635,Administrative — 2025-06
T-50673,P006,2025-06-15,6200,Utilities Expense,OpEx,-9958,Utilities — 2025-06
T-50674,P006,2025-06-14,6100,Repairs & Maintenance Expense,OpEx,-3671,Repairs & Maintenance — 2025-06
T-50675,P006,2025-06-19,6800,Admin Expense,OpEx,-6422,Administrative — 2025-06
T-50676,P006,2025-06-02,6300,Insurance Expense,OpEx,-2890,Insurance — 2025-06
T-50677,P006,2025-06-15,6200,Utilities Expense,OpEx,-10366,Utilities — 2025-06
T-50678,P006,2025-06-22,6800,Admin Expense,OpEx,-9142,Administrative — 2025-06
T-50679,P006,2025-06-08,6600,Landscaping Expense,OpEx,-8762,Landscaping — 2025-06
T-50680,P006,2025-06-13,6600,Landscaping Expense,OpEx,-3116,Landscaping — 2025-06
T-50681,P006,2025-06-14,6200,Utilities Expense,OpEx,-5765,Utilities — 2025-06
T-50682,P006,2025-06-17,6400,Property Tax Expense,OpEx,-7678,Property Taxes — 2025-06
T-50683,P006,2025-07-21,4100,Base Rent Income,Revenue,151044,Base Rent Income — 2025-07
T-50684,P006,2025-07-26,4200,CAM Recovery Income,Revenue,26683,CAM Recovery Income — 2025-07
T-50685,P006,2025-07-27,4300,Other Income,Revenue,3227,Other Income — 2025-07
T-50686,P006,2025-07-24,6400,Property Tax Expense,OpEx,-4505,Property Taxes — 2025-07
T-50687,P006,2025-07-11,6500,Management Fee Expense,OpEx,-1502,Management Fees — 2025-07
T-50688,P006,2025-07-19,6500,Management Fee Expense,OpEx,-3912,Management Fees — 2025-07
T-50689,P006,2025-07-13,6200,Utilities Expense,OpEx,-7865,Utilities — 2025-07
T-50690,P006,2025-07-20,6600,Landscaping Expense,OpEx,-3811,Landscaping — 2025-07
T-50691,P006,2025-07-10,6200,Utilities Expense,OpEx,-1537,Utilities — 2025-07
T-50692,P006,2025-07-23,6400,Property Tax Expense,OpEx,-8095,Property Taxes — 2025-07
T-50693,P006,2025-08-04,4100,Base Rent Income,Revenue,154895,Base Rent Income — 2025-08
T-50694,P006,2025-08-04,4200,CAM Recovery Income,Revenue,25762,CAM Recovery Income — 2025-08
T-50695,P006,2025-08-14,4300,Other Income,Revenue,6117,Other Income — 2025-08
T-50696,P006,2025-08-21,6500,Management Fee Expense,OpEx,-3105,Management Fees — 2025-08
T-50697,P006,2025-08-18,6300,Insurance Expense,OpEx,-1071,Insurance — 2025-08
T-50698,P006,2025-08-25,6700,Security Expense,OpEx,-1057,Security — 2025-08
T-50699,P006,2025-08-19,6800,Admin Expense,OpEx,-9275,Administrative — 2025-08
T-50700,P006,2025-08-11,6400,Property Tax Expense,OpEx,-6860,Property Taxes — 2025-08
T-50701,P006,2025-08-14,6700,Security Expense,OpEx,-1904,Security — 2025-08
T-50702,P006,2025-09-13,4100,Base Rent Income,Revenue,166340,Base Rent Income — 2025-09
T-50703,P006,2025-09-02,4200,CAM Recovery Income,Revenue,25268,CAM Recovery Income — 2025-09
T-50704,P006,2025-09-23,4300,Other Income,Revenue,560,Other Income — 2025-09
T-50705,P006,2025-09-11,6800,Admin Expense,OpEx,-430,Administrative — 2025-09
T-50706,P006,2025-09-14,6800,Admin Expense,OpEx,-798,Administrative — 2025-09
T-50707,P006,2025-09-10,6400,Property Tax Expense,OpEx,-8452,Property Taxes — 2025-09
T-50708,P006,2025-09-22,6700,Security Expense,OpEx,-704,Security — 2025-09
T-50709,P006,2025-09-02,6700,Security Expense,OpEx,-4990,Security — 2025-09
T-50710,P006,2025-09-21,6100,Repairs & Maintenance Expense,OpEx,-6599,Repairs & Maintenance — 2025-09
T-50711,P006,2025-10-17,4100,Base Rent Income,Revenue,163016,Base Rent Income — 2025-10
T-50712,P006,2025-10-24,4200,CAM Recovery Income,Revenue,25026,CAM Recovery Income — 2025-10
T-50713,P006,2025-10-21,4300,Other Income,Revenue,3170,Other Income — 2025-10
T-50714,P006,2025-10-25,6400,Property Tax Expense,OpEx,-6440,Property Taxes — 2025-10
T-50715,P006,2025-10-22,6100,Repairs & Maintenance Expense,OpEx,-3023,Repairs & Maintenance — 2025-10
T-50716,P006,2025-10-14,6300,Insurance Expense,OpEx,-8973,Insurance — 2025-10
T-50717,P006,2025-10-02,6400,Property Tax Expense,OpEx,-4539,Property Taxes — 2025-10
T-50718,P006,2025-10-18,6300,Insurance Expense,OpEx,-8912,Insurance — 2025-10
T-50719,P006,2025-10-07,6600,Landscaping Expense,OpEx,-1320,Landscaping — 2025-10
T-50720,P006,2025-10-05,6300,Insurance Expense,OpEx,-9592,Insurance — 2025-10
T-50721,P006,2025-10-21,6800,Admin Expense,OpEx,-8327,Administrative — 2025-10
T-50722,P006,2025-10-08,6700,Security Expense,OpEx,-8212,Security — 2025-10
T-50723,P006,2025-10-25,6300,Insurance Expense,OpEx,-9592,Insurance — 2025-10
T-50724,P006,2025-10-21,6100,Repairs & Maintenance Expense,OpEx,-6526,Repairs & Maintenance — 2025-10
T-50725,P006,2025-11-27,4100,Base Rent Income,Revenue,141477,Base Rent Income — 2025-11
T-50726,P006,2025-11-25,4200,CAM Recovery Income,Revenue,26829,CAM Recovery Income — 2025-11
T-50727,P006,2025-11-11,4300,Other Income,Revenue,5464,Other Income — 2025-11
T-50728,P006,2025-11-05,6400,Property Tax Expense,OpEx,-6843,Property Taxes — 2025-11
T-50729,P006,2025-11-28,6700,Security Expense,OpEx,-10509,Security — 2025-11
T-50730,P006,2025-11-07,6300,Insurance Expense,OpEx,-4527,Insurance — 2025-11
T-50731,P006,2025-11-13,6200,Utilities Expense,OpEx,-5320,Utilities — 2025-11
T-50732,P006,2025-11-20,6400,Property Tax Expense,OpEx,-5034,Property Taxes — 2025-11
T-50733,P006,2025-11-06,6800,Admin Expense,OpEx,-10569,Administrative — 2025-11
T-50734,P006,2025-12-22,4100,Base Rent Income,Revenue,145799,Base Rent Income — 2025-12
T-50735,P006,2025-12-18,4200,CAM Recovery Income,Revenue,23876,CAM Recovery Income — 2025-12
T-50736,P006,2025-12-26,4300,Other Income,Revenue,3448,Other Income — 2025-12
T-50737,P006,2025-12-26,6700,Security Expense,OpEx,-2266,Security — 2025-12
T-50738,P006,2025-12-06,6200,Utilities Expense,OpEx,-6289,Utilities — 2025-12
T-50739,P006,2025-12-08,6700,Security Expense,OpEx,-459,Security — 2025-12
T-50740,P006,2025-12-25,6400,Property Tax Expense,OpEx,-5080,Property Taxes — 2025-12
T-50741,P006,2025-12-05,6500,Management Fee Expense,OpEx,-4924,Management Fees — 2025-12
T-50742,P006,2025-12-05,6100,Repairs & Maintenance Expense,OpEx,-8734,Repairs & Maintenance — 2025-12
T-50743,P006,2025-12-15,6200,Utilities Expense,OpEx,-2115,Utilities — 2025-12
T-50744,P006,2026-01-15,4100,Base Rent Income,Revenue,142508,Base Rent Income — 2026-01
T-50745,P006,2026-01-16,4200,CAM Recovery Income,Revenue,26310,CAM Recovery Income — 2026-01
T-50746,P006,2026-01-24,4300,Other Income,Revenue,7361,Other Income — 2026-01
T-50747,P006,2026-01-07,6400,Property Tax Expense,OpEx,-2735,Property Taxes — 2026-01
T-50748,P006,2026-01-01,6300,Insurance Expense,OpEx,-658,Insurance — 2026-01
T-50749,P006,2026-01-06,6700,Security Expense,OpEx,-7227,Security — 2026-01
T-50750,P006,2026-01-27,6400,Property Tax Expense,OpEx,-8110,Property Taxes — 2026-01
T-50751,P006,2026-01-03,6100,Repairs & Maintenance Expense,OpEx,-9053,Repairs & Maintenance — 2026-01
T-50752,P006,2026-01-20,6500,Management Fee Expense,OpEx,-6907,Management Fees — 2026-01
T-50753,P006,2026-01-07,6100,Repairs & Maintenance Expense,OpEx,-4729,Repairs & Maintenance — 2026-01
T-50754,P006,2026-01-12,6500,Management Fee Expense,OpEx,-8056,Management Fees — 2026-01
T-50755,P006,2026-02-19,4100,Base Rent Income,Revenue,161762,Base Rent Income — 2026-02
T-50756,P006,2026-02-22,4200,CAM Recovery Income,Revenue,27153,CAM Recovery Income — 2026-02
T-50757,P006,2026-02-04,4300,Other Income,Revenue,4476,Other Income — 2026-02
T-50758,P006,2026-02-23,6600,Landscaping Expense,OpEx,-4899,Landscaping — 2026-02
T-50759,P006,2026-02-19,6500,Management Fee Expense,OpEx,-8918,Management Fees — 2026-02
T-50760,P006,2026-02-12,6600,Landscaping Expense,OpEx,-572,Landscaping — 2026-02
T-50761,P006,2026-02-28,6400,Property Tax Expense,OpEx,-658,Property Taxes — 2026-02
T-50762,P006,2026-02-05,6700,Security Expense,OpEx,-5025,Security — 2026-02
T-50763,P006,2026-03-27,4100,Base Rent Income,Revenue,159090,Base Rent Income — 2026-03
T-50764,P006,2026-03-06,4200,CAM Recovery Income,Revenue,25546,CAM Recovery Income — 2026-03
T-50765,P006,2026-03-12,4300,Other Income,Revenue,5377,Other Income — 2026-03
T-50766,P006,2026-03-24,6400,Property Tax Expense,OpEx,-769,Property Taxes — 2026-03
T-50767,P006,2026-03-02,6200,Utilities Expense,OpEx,-494,Utilities — 2026-03
T-50768,P006,2026-03-03,6200,Utilities Expense,OpEx,-3076,Utilities — 2026-03
T-50769,P006,2026-03-14,6800,Admin Expense,OpEx,-6547,Administrative — 2026-03
T-50770,P006,2026-03-03,6300,Insurance Expense,OpEx,-3361,Insurance — 2026-03
T-50771,P006,2026-04-27,4100,Base Rent Income,Revenue,148563,Base Rent Income — 2026-04
T-50772,P006,2026-04-28,4200,CAM Recovery Income,Revenue,25066,CAM Recovery Income — 2026-04
T-50773,P006,2026-04-24,4300,Other Income,Revenue,4144,Other Income — 2026-04
T-50774,P006,2026-04-16,6600,Landscaping Expense,OpEx,-5460,Landscaping — 2026-04
T-50775,P006,2026-04-15,6300,Insurance Expense,OpEx,-3681,Insurance — 2026-04
T-50776,P006,2026-04-11,6200,Utilities Expense,OpEx,-4163,Utilities — 2026-04
T-50777,P006,2026-04-01,6300,Insurance Expense,OpEx,-5842,Insurance — 2026-04
T-50778,P006,2026-04-24,6600,Landscaping Expense,OpEx,-3489,Landscaping — 2026-04
T-50779,P007,2025-05-23,4100,Base Rent Income,Revenue,1054794,Base Rent Income — 2025-05
T-50780,P007,2025-05-03,4200,CAM Recovery Income,Revenue,152577,CAM Recovery Income — 2025-05
T-50781,P007,2025-05-26,4300,Other Income,Revenue,5323,Other Income — 2025-05
T-50782,P007,2025-05-20,6100,Repairs & Maintenance Expense,OpEx,-1373,Repairs & Maintenance — 2025-05
T-50783,P007,2025-05-04,6700,Security Expense,OpEx,-1156,Security — 2025-05
T-50784,P007,2025-05-03,6700,Security Expense,OpEx,-4551,Security — 2025-05
T-50785,P007,2025-05-26,6200,Utilities Expense,OpEx,-8590,Utilities — 2025-05
T-50786,P007,2025-05-11,6600,Landscaping Expense,OpEx,-9502,Landscaping — 2025-05
T-50787,P007,2025-06-11,4100,Base Rent Income,Revenue,1089296,Base Rent Income — 2025-06
T-50788,P007,2025-06-17,4200,CAM Recovery Income,Revenue,175042,CAM Recovery Income — 2025-06
T-50789,P007,2025-06-23,4300,Other Income,Revenue,6790,Other Income — 2025-06
T-50790,P007,2025-06-17,6800,Admin Expense,OpEx,-7061,Administrative — 2025-06
T-50791,P007,2025-06-07,6100,Repairs & Maintenance Expense,OpEx,-2078,Repairs & Maintenance — 2025-06
T-50792,P007,2025-06-02,6200,Utilities Expense,OpEx,-5041,Utilities — 2025-06
T-50793,P007,2025-06-06,6200,Utilities Expense,OpEx,-6772,Utilities — 2025-06
T-50794,P007,2025-06-10,6600,Landscaping Expense,OpEx,-1513,Landscaping — 2025-06
T-50795,P007,2025-06-05,6300,Insurance Expense,OpEx,-8839,Insurance — 2025-06
T-50796,P007,2025-06-01,6200,Utilities Expense,OpEx,-2769,Utilities — 2025-06
T-50797,P007,2025-07-14,4100,Base Rent Income,Revenue,1140690,Base Rent Income — 2025-07
T-50798,P007,2025-07-25,4200,CAM Recovery Income,Revenue,177812,CAM Recovery Income — 2025-07
T-50799,P007,2025-07-14,4300,Other Income,Revenue,1361,Other Income — 2025-07
T-50800,P007,2025-07-06,6800,Admin Expense,OpEx,-9169,Administrative — 2025-07
T-50801,P007,2025-07-27,6800,Admin Expense,OpEx,-3372,Administrative — 2025-07
T-50802,P007,2025-07-19,6100,Repairs & Maintenance Expense,OpEx,-4597,Repairs & Maintenance — 2025-07
T-50803,P007,2025-07-28,6100,Repairs & Maintenance Expense,OpEx,-4171,Repairs & Maintenance — 2025-07
T-50804,P007,2025-07-05,6200,Utilities Expense,OpEx,-3705,Utilities — 2025-07
T-50805,P007,2025-07-20,6600,Landscaping Expense,OpEx,-4014,Landscaping — 2025-07
T-50806,P007,2025-08-22,4100,Base Rent Income,Revenue,980682,Base Rent Income — 2025-08
T-50807,P007,2025-08-23,4200,CAM Recovery Income,Revenue,157093,CAM Recovery Income — 2025-08
T-50808,P007,2025-08-11,4300,Other Income,Revenue,1997,Other Income — 2025-08
T-50809,P007,2025-08-20,6400,Property Tax Expense,OpEx,-6898,Property Taxes — 2025-08
T-50810,P007,2025-08-15,6600,Landscaping Expense,OpEx,-4634,Landscaping — 2025-08
T-50811,P007,2025-08-16,6200,Utilities Expense,OpEx,-808,Utilities — 2025-08
T-50812,P007,2025-08-23,6800,Admin Expense,OpEx,-6139,Administrative — 2025-08
T-50813,P007,2025-08-17,6500,Management Fee Expense,OpEx,-4344,Management Fees — 2025-08
T-50814,P007,2025-08-22,6300,Insurance Expense,OpEx,-2584,Insurance — 2025-08
T-50815,P007,2025-08-01,6200,Utilities Expense,OpEx,-4183,Utilities — 2025-08
T-50816,P007,2025-09-14,4100,Base Rent Income,Revenue,1019760,Base Rent Income — 2025-09
T-50817,P007,2025-09-10,4200,CAM Recovery Income,Revenue,159407,CAM Recovery Income — 2025-09
T-50818,P007,2025-09-16,4300,Other Income,Revenue,3855,Other Income — 2025-09
T-50819,P007,2025-09-07,6700,Security Expense,OpEx,-9779,Security — 2025-09
T-50820,P007,2025-09-28,6800,Admin Expense,OpEx,-3280,Administrative — 2025-09
T-50821,P007,2025-09-16,6200,Utilities Expense,OpEx,-5213,Utilities — 2025-09
T-50822,P007,2025-09-08,6700,Security Expense,OpEx,-7316,Security — 2025-09
T-50823,P007,2025-09-28,6400,Property Tax Expense,OpEx,-7386,Property Taxes — 2025-09
T-50824,P007,2025-10-16,4100,Base Rent Income,Revenue,1040835,Base Rent Income — 2025-10
T-50825,P007,2025-10-15,4200,CAM Recovery Income,Revenue,182843,CAM Recovery Income — 2025-10
T-50826,P007,2025-10-05,4300,Other Income,Revenue,2959,Other Income — 2025-10
T-50827,P007,2025-10-24,6400,Property Tax Expense,OpEx,-10768,Property Taxes — 2025-10
T-50828,P007,2025-10-11,6400,Property Tax Expense,OpEx,-9224,Property Taxes — 2025-10
T-50829,P007,2025-10-28,6800,Admin Expense,OpEx,-9037,Administrative — 2025-10
T-50830,P007,2025-10-02,6500,Management Fee Expense,OpEx,-628,Management Fees — 2025-10
T-50831,P007,2025-10-10,6500,Management Fee Expense,OpEx,-5386,Management Fees — 2025-10
T-50832,P007,2025-10-09,6800,Admin Expense,OpEx,-6877,Administrative — 2025-10
T-50833,P007,2025-11-04,4100,Base Rent Income,Revenue,995732,Base Rent Income — 2025-11
T-50834,P007,2025-11-25,4200,CAM Recovery Income,Revenue,171710,CAM Recovery Income — 2025-11
T-50835,P007,2025-11-21,4300,Other Income,Revenue,5322,Other Income — 2025-11
T-50836,P007,2025-11-21,6800,Admin Expense,OpEx,-10049,Administrative — 2025-11
T-50837,P007,2025-11-20,6700,Security Expense,OpEx,-10463,Security — 2025-11
T-50838,P007,2025-11-28,6800,Admin Expense,OpEx,-3192,Administrative — 2025-11
T-50839,P007,2025-11-07,6600,Landscaping Expense,OpEx,-2364,Landscaping — 2025-11
T-50840,P007,2025-11-06,6100,Repairs & Maintenance Expense,OpEx,-9716,Repairs & Maintenance — 2025-11
T-50841,P007,2025-11-16,6600,Landscaping Expense,OpEx,-4603,Landscaping — 2025-11
T-50842,P007,2025-11-25,6700,Security Expense,OpEx,-937,Security — 2025-11
T-50843,P007,2025-11-28,6700,Security Expense,OpEx,-6305,Security — 2025-11
T-50844,P007,2025-11-23,6700,Security Expense,OpEx,-6286,Security — 2025-11
T-50845,P007,2025-11-08,6800,Admin Expense,OpEx,-850,Administrative — 2025-11
T-50846,P007,2025-12-21,4100,Base Rent Income,Revenue,1005207,Base Rent Income — 2025-12
T-50847,P007,2025-12-19,4200,CAM Recovery Income,Revenue,151248,CAM Recovery Income — 2025-12
T-50848,P007,2025-12-09,4300,Other Income,Revenue,5114,Other Income — 2025-12
T-50849,P007,2025-12-28,6500,Management Fee Expense,OpEx,-8827,Management Fees — 2025-12
T-50850,P007,2025-12-27,6500,Management Fee Expense,OpEx,-707,Management Fees — 2025-12
T-50851,P007,2025-12-07,6200,Utilities Expense,OpEx,-2263,Utilities — 2025-12
T-50852,P007,2025-12-20,6400,Property Tax Expense,OpEx,-5558,Property Taxes — 2025-12
T-50853,P007,2025-12-05,6700,Security Expense,OpEx,-2451,Security — 2025-12
T-50854,P007,2025-12-10,6100,Repairs & Maintenance Expense,OpEx,-2793,Repairs & Maintenance — 2025-12
T-50855,P007,2025-12-24,6600,Landscaping Expense,OpEx,-8308,Landscaping — 2025-12
T-50856,P007,2025-12-17,6700,Security Expense,OpEx,-5812,Security — 2025-12
T-50857,P007,2025-12-26,6300,Insurance Expense,OpEx,-6932,Insurance — 2025-12
T-50858,P007,2026-01-28,4100,Base Rent Income,Revenue,1126656,Base Rent Income — 2026-01
T-50859,P007,2026-01-25,4200,CAM Recovery Income,Revenue,153933,CAM Recovery Income — 2026-01
T-50860,P007,2026-01-03,4300,Other Income,Revenue,6685,Other Income — 2026-01
T-50861,P007,2026-01-13,6300,Insurance Expense,OpEx,-7445,Insurance — 2026-01
T-50862,P007,2026-01-18,6700,Security Expense,OpEx,-1943,Security — 2026-01
T-50863,P007,2026-01-12,6400,Property Tax Expense,OpEx,-9606,Property Taxes — 2026-01
T-50864,P007,2026-01-13,6400,Property Tax Expense,OpEx,-8307,Property Taxes — 2026-01
T-50865,P007,2026-01-01,6500,Management Fee Expense,OpEx,-2379,Management Fees — 2026-01
T-50866,P007,2026-01-22,6200,Utilities Expense,OpEx,-1172,Utilities — 2026-01
T-50867,P007,2026-01-20,6600,Landscaping Expense,OpEx,-9791,Landscaping — 2026-01
T-50868,P007,2026-01-22,6200,Utilities Expense,OpEx,-7011,Utilities — 2026-01
T-50869,P007,2026-01-25,6800,Admin Expense,OpEx,-1724,Administrative — 2026-01
T-50870,P007,2026-01-03,6700,Security Expense,OpEx,-5976,Security — 2026-01
T-50871,P007,2026-02-04,4100,Base Rent Income,Revenue,980049,Base Rent Income — 2026-02
T-50872,P007,2026-02-07,4200,CAM Recovery Income,Revenue,158018,CAM Recovery Income — 2026-02
T-50873,P007,2026-02-01,4300,Other Income,Revenue,6932,Other Income — 2026-02
T-50874,P007,2026-02-09,6700,Security Expense,OpEx,-1228,Security — 2026-02
T-50875,P007,2026-02-11,6800,Admin Expense,OpEx,-4513,Administrative — 2026-02
T-50876,P007,2026-02-21,6400,Property Tax Expense,OpEx,-3686,Property Taxes — 2026-02
T-50877,P007,2026-02-08,6500,Management Fee Expense,OpEx,-5754,Management Fees — 2026-02
T-50878,P007,2026-02-03,6800,Admin Expense,OpEx,-1729,Administrative — 2026-02
T-50879,P007,2026-03-27,4100,Base Rent Income,Revenue,1023651,Base Rent Income — 2026-03
T-50880,P007,2026-03-18,4200,CAM Recovery Income,Revenue,177210,CAM Recovery Income — 2026-03
